TeamId,TeamName,SubmissionDate,Score
6015697,"Jizhou Wei","2020-12-16 03:13:08",1.00000
6023788,JaesikYang,"2021-03-18 06:43:52",1.00000
4364147,Börkapanda,"2021-02-12 19:23:04",1.00000
6027704,Eleven_Wang,"2020-12-17 04:07:35",1.00000
6030190,"Ease Gao","2020-12-17 13:16:29",1.00000
5322915,"Marcel Reis","2020-12-17 15:57:42",1.00000
5919487,"Test 1","2020-12-17 17:09:30",1.00000
5705094,"Zeeshan Patel","2021-02-15 04:04:10",1.00000
5795033,Swapnils007,"2020-12-18 04:59:08",1.00000
6036587,"Rustin Shamloo","2020-12-18 15:54:41",1.00000
3749547,"Adeyinka Michael Sotunde","2021-04-02 01:34:55",1.00000
5956259,RairiU,"2020-12-19 21:58:35",1.00000
6039146,"shivanjay wagh","2020-12-22 11:46:47",1.00000
5896287,Cimbel16,"2020-12-20 06:11:39",1.00000
6036541,fedesoriano,"2021-01-16 11:20:59",1.00000
6006583,"Pavel Fedotov #2","2020-12-20 18:15:37",1.00000
6039687,Akash_1207,"2020-12-21 13:59:17",1.00000
6049638,"Happy Singh #2","2020-12-21 16:54:17",1.00000
5766052,"Kryif ","2020-12-22 05:11:51",1.00000
3936757,"Vecheslav Eremeev","2021-04-05 04:26:01",1.00000
6043811,"Moldovan Flavius ","2020-12-22 14:35:30",1.00000
5354496,"Vladimir Ryabchenko","2020-12-22 22:54:42",1.00000
5689160,JLUw6-417,"2020-12-23 11:40:10",1.00000
5687215,TwoAmigo,"2020-12-24 01:31:16",1.00000
4545151,SachGarg,"2020-12-24 07:03:19",1.00000
4872922,"KHALED ABDELMOKIT","2020-12-24 20:05:57",1.00000
6049450,Anese_s,"2020-12-29 05:34:55",1.00000
6067355,"Ivan Cherevko","2020-12-25 23:03:14",1.00000
6068364,"Amit Mishra #2","2020-12-26 07:59:24",1.00000
6068373,"Akash verma","2020-12-26 07:59:42",1.00000
6068377,"Aditya Bhushan","2021-01-03 18:37:42",1.00000
6068401,"Piyush Khare","2020-12-26 08:00:02",1.00000
6068363,"Rishikesh Mishra MCA1","2020-12-26 08:00:44",1.00000
6068325,Muneshwar,"2020-12-28 10:56:12",1.00000
6068369,"Digvijay Maurya","2020-12-26 08:01:38",1.00000
6068365,"sakshi jais","2020-12-26 08:02:41",1.00000
6068407,"Abhishek Yadav #3","2020-12-26 08:03:00",1.00000
6068385,"Safiuddin Ansari MCA1 UoA","2020-12-26 08:04:09",1.00000
6068408,"Vishesh Yadav MCA5","2020-12-26 08:04:48",1.00000
6068406,"Akshat Srivastava MCA3","2020-12-26 08:07:53",1.00000
6068402,"Nishant Srivastava","2020-12-26 08:10:21",1.00000
6068384,"Srishti Vishwakarma","2020-12-26 08:11:35",1.00000
6068442,nahid_nisha,"2020-12-26 08:19:43",1.00000
6068445,"Ashish Chaubey ","2020-12-26 08:23:58",1.00000
6068375,"Nivedita verma11","2020-12-26 08:40:01",1.00000
6068570,"Soamdutt Dwivedi","2020-12-26 08:53:43",1.00000
5519400,"masato umemoto","2020-12-26 10:01:54",1.00000
6069054,"Shweta Soni ","2020-12-26 11:52:15",1.00000
6069170,"TRIBHUWAN PASWAN","2020-12-26 12:29:44",1.00000
6069362,"Neha Singh MCA 1","2020-12-26 13:55:15",1.00000
6068383,"Sahu ayushi","2020-12-26 14:33:25",1.00000
6069245,"Neha Sharma #3","2020-12-26 15:48:46",1.00000
6069911,"JUGAL KISHORE SHARMA MCA1st sem","2020-12-26 16:45:17",1.00000
5811389,"Siarhei Antaniuk","2020-12-26 16:57:02",1.00000
6068371,"SHAKTIMAN CHAURASIA","2020-12-26 17:25:09",1.00000
6069903,"Mallika J","2020-12-26 17:40:58",1.00000
5205181,Irvington,"2020-12-27 01:23:48",1.00000
1755207,yifor,"2020-12-27 05:25:13",1.00000
6028114,"Python Kumar","2020-12-27 08:16:29",1.00000
5455106,Obososu,"2020-12-27 08:24:36",1.00000
6069041,"Lt. Minseok Kim","2020-12-27 13:03:26",1.00000
6074019,"DIPANSHU KESHARWANI ","2020-12-27 19:10:37",1.00000
6075526,"ADITI YADAV MCA 1 UoA","2020-12-28 06:09:04",1.00000
5954762,"Yuri Njathi","2020-12-29 12:46:15",1.00000
5957455,kmdj_O,"2021-01-07 08:13:43",1.00000
6001264,"Haotian WuAbner","2020-12-30 08:11:15",1.00000
5278883,"Ahmed Ewis","2020-12-30 11:40:35",1.00000
4118737,"Swapnil Bhange","2020-12-30 17:49:50",1.00000
6072289,"wild pony in ok","2021-01-19 12:55:27",1.00000
6001356,"Sophia Do","2021-01-06 08:37:58",1.00000
6094198,"Nahush Desai","2021-01-01 11:44:45",1.00000
6092286,Ahmed_ja3ba01,"2021-01-02 13:41:22",1.00000
4755177,"soya matsushita","2021-01-03 20:27:22",1.00000
6105649,"Ahmed #9","2021-01-04 09:42:47",1.00000
6096184,"Gaurav   Daga","2021-01-05 08:11:45",1.00000
6112673,alan30103,"2021-01-05 16:06:21",1.00000
6109556,"Mahendra ch","2021-01-06 05:27:41",1.00000
6024399,"Pranjali Sunil Patil","2021-01-09 07:47:10",1.00000
5669667,"Roman Savoscshik","2021-01-06 10:27:44",1.00000
6119336,Matheus1321,"2021-01-07 00:29:55",1.00000
5857407,XinyuanZuo_2,"2021-01-07 05:44:27",1.00000
6065465,"Jeremy #11","2021-01-07 11:01:03",1.00000
6119072,ARCR,"2021-01-07 16:21:59",1.00000
6123041,"Vishal #10","2021-02-17 14:07:14",1.00000
6092408,"Recep Oğuzhan Şenoğlu","2021-01-08 00:00:51",1.00000
6121050,psheon,"2021-01-08 02:36:49",1.00000
6127237,"Layra Moura","2021-01-08 14:52:26",1.00000
4506024,nakama,"2021-01-08 15:00:11",1.00000
5168050,"Yutong Kai","2021-01-19 10:13:18",1.00000
4735153,"midou azerty","2021-01-08 19:28:26",1.00000
6078045,BayezidPrince,"2021-01-08 22:01:04",1.00000
6117853,"Aleksander #3","2021-01-09 13:37:09",1.00000
6136177,"Teja Kanteti","2021-01-10 21:24:27",1.00000
5833687,"Denis Ziborov","2021-01-10 23:34:35",1.00000
6106721,shamprikta,"2021-01-12 14:45:43",1.00000
6086400,"[Deleted] #85","2021-01-11 20:21:10",1.00000
3741393,"[Deleted] #236","2021-01-13 20:09:39",1.00000
6129992,Psymon0420,"2021-01-14 00:03:55",1.00000
2025684,massy103,"2021-01-14 08:29:51",1.00000
6104158,"Sura Deliktas","2021-01-14 08:52:40",1.00000
6129437,"[Deleted] #704","2021-01-15 13:30:49",1.00000
6016451,Team_10,"2021-01-28 11:35:07",1.00000
4132959,"Feng Ren,Tsai","2021-01-15 17:06:02",1.00000
4961700,s_agnik1511,"2021-01-18 18:17:25",1.00000
3273391,kevinshuang,"2021-01-16 06:31:00",1.00000
3634391,"Masdar Mahasin","2021-01-16 06:32:21",1.00000
6163884,"Abid Ali Awan","2021-01-16 19:42:03",1.00000
6164735,"yaoyao #2","2021-02-04 03:06:41",1.00000
6166142,inbumchong,"2021-01-17 12:02:04",1.00000
6155693,XU_HSlalalala,"2021-01-18 02:45:53",1.00000
4211481,Somesh007,"2021-01-18 08:21:25",1.00000
4518152,CheolhoNoh,"2021-01-18 13:40:24",1.00000
5751972,"Gosha Traksel","2021-01-19 08:02:28",1.00000
5819219,icekong,"2021-01-20 04:27:15",1.00000
6176000,"securite service","2021-01-21 23:50:51",1.00000
6176413,dalferagon,"2021-01-21 14:13:20",1.00000
6178260,"Koorosh Aslansefat","2021-01-21 14:57:48",1.00000
6185869,"HAIDER MASOOD","2021-01-21 17:39:30",1.00000
6017256,Zhangyud,"2021-01-23 14:09:44",1.00000
6194939,"Moh Channa Beck Sutansyah","2021-01-23 15:28:28",1.00000
2670097,"Kyle Peters","2021-03-23 18:04:17",1.00000
6184213,"Tyrion Kung","2021-01-25 03:33:11",1.00000
5280937,"Weber Meng","2021-01-25 05:20:16",1.00000
6091688,rlatjdgus6700,"2021-01-25 14:12:49",1.00000
5744322,"khudaidad wasiq","2021-01-25 14:48:33",1.00000
5272755,"Karthikeyan R","2021-01-26 07:44:49",1.00000
5543223,Baybee,"2021-01-26 08:44:59",1.00000
6207587,"Archer Lugnica","2021-01-26 13:59:00",1.00000
6208251,"Sushma Guntupalli","2021-01-26 12:29:56",1.00000
5183329,"ZT ZH","2021-01-26 17:12:42",1.00000
5337393,SherylHuang,"2021-01-27 05:35:42",1.00000
6183858,duhanx,"2021-02-19 00:17:10",1.00000
3101517,"Albers Uzila","2021-01-30 10:08:44",1.00000
6230326,IwanadeTakumi,"2021-02-02 17:16:56",1.00000
6173333,vld_rud,"2021-01-30 10:35:00",1.00000
3242716,zubairashfaque,"2021-02-24 11:35:30",1.00000
4795034,"Kareem Negm","2021-01-30 16:45:30",1.00000
5720726,"Vikas Sharma #6","2021-02-02 16:32:13",1.00000
6205985,"Ashraf Reda","2021-01-31 19:44:52",1.00000
4158400,"KICU 249","2021-02-01 13:21:45",1.00000
5682488,"Hung Khoi","2021-02-01 16:35:59",1.00000
6207116,"linla linla","2021-03-12 07:45:44",1.00000
5780208,"Jaafar Habibi","2021-02-02 12:18:03",1.00000
386988,"Shivam Panchal","2021-02-02 14:29:45",1.00000
6247565,"Saddam Sinatrya Jalu Mukti","2021-02-02 14:56:18",1.00000
6248959,"Elias Müller","2021-02-02 18:40:42",1.00000
5434316,"Mauricio Ruanova","2021-02-02 20:06:09",1.00000
6249501,"Dehr Musa","2021-02-02 21:59:42",1.00000
6244522,"Rainbow Analysis","2021-02-03 12:07:21",1.00000
5869107,"Jung Ting  Hsieh","2021-02-03 15:34:28",1.00000
4424744,"Rachna Ramkumar","2021-02-03 22:12:05",1.00000
6254687,"Rachna Ramkumar #2","2021-02-03 22:37:09",1.00000
6255039,"MeNir Sua","2021-02-04 03:02:35",1.00000
6119525,"Jason Espejo","2021-02-04 04:13:46",1.00000
6137989,JJ_TT_DD,"2021-02-04 05:34:12",1.00000
6256612,"Asim Ali","2021-02-04 09:47:28",1.00000
4348536,"Pavan ","2021-02-11 11:41:32",1.00000
5768704,"chiahui chen","2021-02-07 01:42:11",1.00000
6193584,danielLiangAjj,"2021-02-06 06:45:35",1.00000
6252292,"Anwarul Azim","2021-02-24 05:07:14",1.00000
6252169,gomact,"2021-02-05 14:25:04",1.00000
5958461,Skydevour,"2021-02-24 12:30:36",1.00000
6265424,SajidDeboss,"2021-02-06 18:07:05",1.00000
6145020,"Philipp Reinke","2021-02-09 16:35:50",1.00000
6273006,kjh68741,"2021-02-08 06:43:06",1.00000
5764690,Rising_Hawk,"2021-03-16 18:11:43",1.00000
6276326,"[Deleted] #938","2021-02-08 19:39:31",1.00000
6274065,sinrinosekai,"2021-02-14 03:16:43",1.00000
6273742,"Yenhenii PArchevskij","2021-02-09 14:10:21",1.00000
6276249,"Joao de Oliveira","2021-02-14 20:41:18",1.00000
6280864,ummesalmam,"2021-02-09 19:55:30",1.00000
4664617,"Michael Berhane Asfaw","2021-02-09 18:41:36",1.00000
4829485,"Dmitriy Grinev","2021-02-13 15:35:54",1.00000
6287534,"Joseph #8","2021-02-11 05:47:19",1.00000
6287569,iamhack,"2021-02-11 06:03:50",1.00000
6289855,"Matthew Gonen","2021-02-11 18:05:05",1.00000
6295203,"Wayne Crawford","2021-02-13 06:40:32",1.00000
5185218,"Modassir Afzal","2021-03-12 21:53:02",1.00000
3580765,Civet,"2021-02-18 05:55:04",1.00000
5858888,"Sudha Vijayakumar","2021-02-13 20:56:53",1.00000
4568753,"Hiroki Iwana #2","2021-02-14 04:44:49",1.00000
5969639,"Murat Mert","2021-02-14 08:39:46",1.00000
6299578,"Game Hub","2021-02-22 19:12:01",1.00000
4522064,"Paria Agharabi","2021-02-14 15:23:40",1.00000
3945852,"Zashio #2","2021-03-19 09:02:18",1.00000
6304021,postWater,"2021-02-15 17:44:42",1.00000
5845641,"The Future AI","2021-02-15 17:46:16",1.00000
6300225,"Viviane  Lima","2021-02-15 23:58:54",1.00000
5467726,LeoSSK,"2021-02-16 09:30:15",1.00000
6308383,ikarteeva,"2021-02-16 09:44:44",1.00000
6297547,"Güven Barış Çakan","2021-02-16 12:41:01",1.00000
5348411,"Mojammel Hossain","2021-02-16 15:44:28",1.00000
4311639,"Muhammad Imran Zaman","2021-02-16 16:20:50",1.00000
6288623,"Himanish Goel","2021-02-16 19:35:04",1.00000
398634,VCU320001,"2021-03-23 16:35:30",1.00000
6155228,"Rakesh P.","2021-02-16 20:10:53",1.00000
6286735,"[Deleted] #570","2021-02-17 02:33:00",1.00000
6311732,"Marianny Godoy Macias","2021-02-17 03:21:16",1.00000
6312238,"Tyson Hayes","2021-02-17 06:30:08",1.00000
6234834,"Iurii Erilov","2021-02-17 14:05:01",1.00000
6314471,Mybuger_OVO,"2021-02-17 16:30:17",1.00000
6196862,"Zhao Zheng #2","2021-02-24 07:37:28",1.00000
5823914,"Meissen Zhong","2021-02-20 04:37:43",1.00000
3996682,"Yuriy Kochura","2021-03-27 08:05:20",1.00000
6321901,"[Deleted] #638","2021-02-22 01:56:31",1.00000
6209346,"Michael Beer","2021-02-20 15:01:03",1.00000
6110892,"Mihail Nikolaev","2021-02-20 17:12:15",1.00000
6330221,"longcoin short coin","2021-02-21 11:15:31",1.00000
5958465,pepinot_hotz,"2021-02-21 11:56:50",1.00000
2533106,"Archel Taneka","2021-02-27 07:53:32",1.00000
6272723,"DORIS MICHELLE SOLANO CHICO","2021-03-01 05:01:53",1.00000
6334042,Autismmei,"2021-02-22 06:00:57",1.00000
6335475,"Angelo Casali","2021-02-22 11:11:47",1.00000
6332267,"Mikhail Isachenko","2021-02-22 17:53:11",1.00000
6340673,sunshine_668899,"2021-03-23 12:10:52",1.00000
6211501,"Ali Alghaithi","2021-02-24 09:39:15",1.00000
6346614,abdelazim,"2021-02-24 10:36:12",1.00000
6346574,"maoz ragab","2021-02-24 10:37:37",1.00000
5767964,"Rakesh Indivar","2021-02-24 11:22:47",1.00000
6348417,"Aastha Singh #3","2021-02-24 18:13:47",1.00000
4226731,"Marco Antonio Occhialini Filho","2021-02-24 23:28:10",1.00000
